Application,class,Number_Api_Calls,Class_Size,Issue_Score
OsmAnd Contour lines,Boundary,0,0,1.1864494495940687
OsmAnd Contour lines,MapRenderRepositories,0,0,5.965677724912696
OsmAnd Contour lines,OpeningHoursView,0,0,0.01841238415389075
OsmAnd Contour lines,PropertyValuesHolder,0,0,0.801763358370609
OsmAnd Contour lines,TabActivity,0,0,0.0726171262903049
OsmAnd Contour lines,MediaCommandPlayerImpl,0,0,0.5860607634942158
OsmAnd Contour lines,TargetPoint,0,0,0.010865490795992179
OsmAnd Contour lines,BinaryMapIndexReader,0,0,2.883134604209099
OsmAnd Contour lines,TextAttributes,0,0,0.0013360053440213762
OsmAnd Contour lines,LayoutParams,0,0,0.01959646965206418
OsmAnd Contour lines,DownloadOsmandIndexesHelper,0,0,3.134531928615296
OsmAnd Contour lines,PoiFilter,0,0,1.7399607220897106
OsmAnd Contour lines,PrimitiveGroup,0,0,0.0011179429849077697
OsmAnd Contour lines,SearchAddressOnlineActivity,0,0,0.3732680718136652
OsmAnd Contour lines,GPXExtensions,0,0,0.008097165991902834
OsmAnd Contour lines,GPXFileResult,0,0,0.008097165991902834
OsmAnd Contour lines,DashboardSettingsDialogFra,0,0,2.0
OsmAnd Contour lines,Base64,0,0,0.043478260869565216
OsmAnd Contour lines,RenderingRulesStorage,0,0,5.983896212047847
OsmAnd Contour lines,TransportIndex,0,0,0.0011179429849077697
OsmAnd Contour lines,IconSymbol,0,0,0.005154639175257732
OsmAnd Contour lines,RouteBorderPoint,0,0,0.011518581299885707
OsmAnd Contour lines,MapStyleMetadata,0,0,0.005154639175257732
OsmAnd Contour lines,OpenstreetmapRemoteUtil,0,0,3.2264074568845906
OsmAnd Contour lines,OsmandIndex,0,0,0.6450510143713998
OsmAnd Contour lines,AbstractMessage,0,0,0.005574768307781504
OsmAnd Contour lines,CallCountingDatabase,0,0,0.004914004914004914
OsmAnd Contour lines,RouteCalculationParams,0,0,0.009292623254305703
OsmAnd Contour lines,OnNavigationServiceAlarmReceiver,0,0,0.3165052769013165
OsmAnd Contour lines,CollatorStringMatcher,0,0,0.07426253830280231
OsmAnd Contour lines,TransportPart,0,0,0.0105903309739198
OsmAnd Contour lines,ToDoConstants,0,0,0.18689481208185924
OsmAnd Contour lines,IndexAddressCreator,0,0,5.501275843230311
OsmAnd Contour lines,MapNavigateControl,0,0,0.45594957403508163
OsmAnd Contour lines,MapRoutingTypes,0,0,0.17089334589671107
OsmAnd Contour lines,ObfMetadata,0,0,0.005154639175257732
OsmAnd Contour lines,IndexItemAdapter,0,0,0.010810810810810811
OsmAnd Contour lines,AvailableGPXFragment,0,0,23.744638672840637
OsmAnd Contour lines,SherpafyFavoritesListFragment,0,0,0.699841683629135
OsmAnd Contour lines,OSMSettings,0,0,4.022062475464524
OsmAnd Contour lines,SherpafyLoadingFragment,0,0,0.08157878937148891
OsmAnd Contour lines,MapTree,0,0,0.010905161665696949
OsmAnd Contour lines,GeneralRouter,0,0,1.0327002333542623
OsmAnd Contour lines,AHSupermarketResolver,0,0,0.2618966958947814
OsmAnd Contour lines,WireFormat,0,0,0.002787384153890752
OsmAnd Contour lines,SunriseSunset,0,0,3.149617049617048
OsmAnd Contour lines,AdditionalSymbolInstanceParameters,0,0,0.005154639175257732
OsmAnd Contour lines,City,0,0,1.0269076469258043
OsmAnd Contour lines,RouterTestsSuite,0,0,0.21843326702661742
OsmAnd Contour lines,MapObject,0,0,2.231390062213219
OsmAnd Contour lines,RateUsShouldShow,0,0,0.02888301951094828
OsmAnd Contour lines,GPXLayer,0,0,2.7023677676442643
OsmAnd Contour lines,OsmBugsLayer,0,0,5.787767192703936
OsmAnd Contour lines,OsmAndRoutingIndex_RouteEncodingRule,0,0,0.005115089514066497
OsmAnd Contour lines,RenderingIcons,0,0,0.9323556079065393
OsmAnd Contour lines,RecordingLocalIndexInfo,0,0,0.009345794392523364
OsmAnd Contour lines,DownloadResourceGroupFragment,0,0,0.3839662447257382
OsmAnd Contour lines,TourViewActivity,0,0,18.5635444090729
OsmAnd Contour lines,YandexTrafficAdapter,0,0,1.5226930319644758
OsmAnd Contour lines,RenderingRuleProperty,0,0,1.495786824644676
OsmAnd Contour lines,ActionBarProgressActivity,0,0,0.5147186147186147
OsmAnd Contour lines,IFramePreparedObserver,0,0,0.005154639175257732
OsmAnd Contour lines,GeoParsedPoint,0,0,0.30280670005011623
OsmAnd Contour lines,SettingsOsmEditingActivity,0,0,0.09216078188930193
OsmAnd Contour lines,DummyCredentials,0,0,0.012481579348544134
OsmAnd Contour lines,RotatedTileBox,0,0,0.16281194168917254
OsmAnd Contour lines,InstalledResource,0,0,0.005154639175257732
OsmAnd Contour lines,UninterpretedOption,0,0,0.0011179429849077697
OsmAnd Contour lines,ExitListener,0,0,0.003905327138798522
OsmAnd Contour lines,ParserErrorCollector,0,0,0.004914004914004914
OsmAnd Contour lines,DescriptorProtos,0,0,0.6009550916477087
OsmAnd Contour lines,IndexZipperException,0,0,0.019801980198019802
OsmAnd Contour lines,ExtensionRange,0,0,0.0011179429849077697
OsmAnd Contour lines,MapWidgetRegistry,0,0,2.196932421579225
OsmAnd Contour lines,MinskTransReader,0,0,0.479611583385168
OsmAnd Contour lines,SweepLine,0,0,0.002787384153890752
OsmAnd Contour lines,TestVoiceActivity,0,0,8.129484974383724
OsmAnd Contour lines,NextTurnInfoControl,0,0,1.2550958701524995
OsmAnd Contour lines,UnparseableRule,0,0,0.0056022408963585435
OsmAnd Contour lines,Resource,0,0,0.005154639175257732
OsmAnd Contour lines,SearchAddressOnlineFragment,0,0,2.120708956483999
OsmAnd Contour lines,DownloadedRegionsLayer,0,0,0.36846062682127667
OsmAnd Contour lines,TourSelectionFragment,0,0,0.4399999999999999
OsmAnd Contour lines,CykloatlasSourceTemplate,0,0,0.5115606936416185
OsmAnd Contour lines,DefaultShouldShow,0,0,0.06809870578545808
OsmAnd Contour lines,VehicleRouter,0,0,0.2272595028349504
OsmAnd Contour lines,OsmandMapTileView,0,0,11.017104345777756
OsmAnd Contour lines,FavoriteDialogs,0,0,1.6276363955741429
OsmAnd Contour lines,Item,0,0,0.041666666666666664
OsmAnd Contour lines,TransportRoutes,0,0,0.021000255421098665
OsmAnd Contour lines,AddressBookPluginActivity,0,0,0.03125
OsmAnd Contour lines,CommandBuilder,0,0,2.5923272839043596
OsmAnd Contour lines,BinaryMapRouteReaderAdapter,0,0,0.4075842799512485
OsmAnd Contour lines,AdditionalOnPathSymbolInstanceParameters,0,0,0.005154639175257732
OsmAnd Contour lines,GeneratedExtension<,0,0,0.0022358859698155395
OsmAnd Contour lines,DashSearchFragment,0,0,2.1465341705636103
OsmAnd Contour lines,Field,0,0,0.0011179429849077697
OsmAnd Contour lines,RestrictionData,0,0,0.01009509375540172
OsmAnd Contour lines,TFloatHash,0,0,0.0066927112926892735
OsmAnd Contour lines,IncrementalUpdate,0,0,0.011373736300702892
OsmAnd Contour lines,IndexBatchCreator,0,0,1.393111277822485
OsmAnd Contour lines,DashChooseAppDirFragment,0,0,0.07429496464173128
OsmAnd Contour lines,AccessibilityPlugin,0,0,2.257209856623878
OsmAnd Contour lines,LockInfoControl,0,0,4.171864852832835
OsmAnd Contour lines,MethodDescriptor,0,0,0.0011179429849077697
OsmAnd Contour lines,LogUtil,0,0,0.1111111111111111
OsmAnd Contour lines,StreetAndDistrict,0,0,0.2598325399347988
OsmAnd Contour lines,StartGPSStatus,0,0,6.319355200239091
OsmAnd Contour lines,MapPanel,0,0,1.1371681492457177
OsmAnd Contour lines,SearchAutoComplete,0,0,0.007663003509306108
OsmAnd Contour lines,HistoricalRecord,0,0,0.007663003509306108
OsmAnd Contour lines,TIntLongHash,0,0,0.01772006043331925
OsmAnd Contour lines,EnumValueDescriptor,0,0,0.0011179429849077697
OsmAnd Contour lines,SearchCityByNameActivity,0,0,0.4588734377693173
OsmAnd Contour lines,RoutingContext,0,0,0.532840684893246
OsmAnd Contour lines,RuleNode,0,0,0.005154639175257732
OsmAnd Contour lines,TextSymbol,0,0,0.005154639175257732
OsmAnd Contour lines,StageInformation,0,0,0.2713560798820419
OsmAnd Contour lines,MenuState,0,0,0.06451612903225806
OsmAnd Contour lines,SettingsOsMoActivity,0,0,1.4058860915118936
OsmAnd Contour lines,OsmAndMapIndex_MapEncodingRule,0,0,0.005115089514066497
OsmAnd Contour lines,JavaViewController,0,0,0.15846338535414167
OsmAnd Contour lines,DistanceToPointInfoControl,0,0,0.03173039022467481
OsmAnd Contour lines,RouteTypeRule,0,0,0.0011179429849077697
OsmAnd Contour lines,AmenityMenuBuilder,0,0,0.0056022408963585435
OsmAnd Contour lines,BuildConfig,1,1,0
OsmAnd Contour lines,NavigationService,0,0,4.671139383895129
OsmAnd Contour lines,RoutingParameter,0,0,0.016194331983805668
OsmAnd Contour lines,AbstractOpenstreetmapUtil,0,0,0.18871772648180246
OsmAnd Contour lines,TourDownloadType,0,0,0.22461313674702796
OsmAnd Contour lines,AmenityIndexRepositoryOdb,0,0,0.09986347691158737
OsmAnd Contour lines,IndexRouteCreator,0,0,0.04092071611253197
OsmAnd Contour lines,AudioFocusHelper,0,0,0.14857142857142858
OsmAnd Contour lines,TFloatObjectHashMap<V>,0,0,0.1170701344634114
OsmAnd Contour lines,TLongObjectHashMap<V>,0,0,0.1170701344634114
OsmAnd Contour lines,SendPoiDialogFragment,0,0,0.045454545454545456
OsmAnd Contour lines,RouteInfoLayer,0,0,0.4154315183984117
OsmAnd Contour lines,TranslationHandler,0,0,0.08120184899845917
OsmAnd Contour lines,IndexUploader,0,0,0.9429484029484037
OsmAnd Contour lines,OsmandExpandableListFragment,0,0,0.2933864307682556
OsmAnd Contour lines,Building,0,0,0.12673994324068652
OsmAnd Contour lines,SearchAddressFragment,0,0,3.314001104960485
OsmAnd Contour lines,GPXRouteParams,0,0,0.07226463965233997
OsmAnd Contour lines,NativeQtLibrary,0,0,0.4104890769954256
OsmAnd Contour lines,to,0,0,0.011363636363636364
OsmAnd Contour lines,MapStackControl,0,0,0.25371867678369214
OsmAnd Contour lines,ParameterValueDefinition,0,0,0.005154639175257732
OsmAnd Contour lines,UploadOpenstreetmapPointAsyncTask,0,0,0.8541778358181017
OsmAnd Contour lines,NumberPickerDialogFragment,0,0,0.0379746835443038
OsmAnd Contour lines,Recording,0,0,0.016459690704993472
OsmAnd Contour lines,WorldRegion,0,0,0.10810810810810811
OsmAnd Contour lines,Algorithms,0,0,3.02108428515438
OsmAnd Contour lines,ResourceItem,0,0,0.016413051707169356
OsmAnd Contour lines,BinaryInspectorNative,0,0,0.043478260869565216
OsmAnd Contour lines,TTSCommandPlayerImpl,0,0,6.557045842714622
OsmAnd Contour lines,ShadowText,0,0,0.03944501777319115
OsmAnd Contour lines,IndexedStringTable,0,0,0.015547674588250193
OsmAnd Contour lines,Fileformat,0,0,0.05853506723170566
OsmAnd Contour lines,NativeSwingRendering,0,0,0.16660933379199633
OsmAnd Contour lines,DownloadTilesDialog,0,0,0.352866836458365
OsmAnd Contour lines,ResourceManager,0,0,9.413067645821448
OsmAnd Contour lines,EnumDescriptor,0,0,0.0011179429849077697
OsmAnd Contour lines,IntersectPred,0,0,0.002787384153890752
OsmAnd Contour lines,DataExtractionSettings,0,0,0.1764682925037478
OsmAnd Contour lines,WikiOsmHandler,0,0,0.0011179429849077697
OsmAnd Contour lines,NetworkUtils,0,0,0.3388831136640134
OsmAnd Contour lines,DashFavoritesFragment,0,0,7.385160601327215
OsmAnd Contour lines,TIntHash,0,0,0.0066927112926892735
OsmAnd Contour lines,ResolvedValue,0,0,0.005154639175257732
OsmAnd Contour lines,BaseOsmandRender,0,0,0.8888888888888884
OsmAnd Contour lines,OpenstreetmapsDbHelper,0,0,0.7025753296810557
OsmAnd Contour lines,OsmAndPoiNameIndex_OsmAndPoiNameIndexData,0,0,0.005115089514066497
OsmAnd Contour lines,RouteAttributeExpression,0,0,0.008097165991902834
OsmAnd Contour lines,DeleteGpxTask,0,0,0.20874329442152997
OsmAnd Contour lines,MiniMapWidget,0,0,0.25264591620042887
OsmAnd Contour lines,OsMoDroidLayer,0,0,5.844357968630836
OsmAnd Contour lines,Parameters,0,0,0.008097165991902834
OsmAnd Contour lines,MapCreatorVersion,0,0,0.03516810928575635
OsmAnd Contour lines,PrimitiveBlock,0,0,0.0011179429849077697
OsmAnd Contour lines,FileDescriptorProto,0,0,0.0011179429849077697
OsmAnd Contour lines,OsMoDroidPlugin,0,0,22.301591366380098
OsmAnd Contour lines,Import,0,0,0.0011179429849077697
OsmAnd Contour lines,Plugin,0,0,0.009592519256094209
OsmAnd Contour lines,RegionCountry,0,0,0.010582010582010581
OsmAnd Contour lines,Divider,0,0,0.0056022408963585435
OsmAnd Contour lines,OsmAndStructure,0,0,0.006233032498974266
OsmAnd Contour lines,DescriptorProto,0,0,0.0011179429849077697
OsmAnd Contour lines,OutOfSpaceException,0,0,0.0011179429849077697
OsmAnd Contour lines,DownloadIndexesAsyncTask,0,0,0.1541771864150532
OsmAnd Contour lines,LoadGpxTask,0,0,0.24647914347813374
OsmAnd Contour lines,MapTileDownloader,0,0,8.402461508357678
OsmAnd Contour lines,MenuController,0,0,0.21595735068220837
OsmAnd Contour lines,ApplicationMode,0,0,1.2070285388119142
OsmAnd Contour lines,OsmVersionNotSupported,0,0,0.022747472601405784
OsmAnd Contour lines,EditingPOIActivity,0,0,5.968161896697217
OsmAnd Contour lines,ErrorDescriptorDatabase,0,0,0.004914004914004914
OsmAnd Contour lines,does,0,0,0.0011179429849077697
OsmAnd Contour lines,ShareDialog,0,0,0.7717161670291091
OsmAnd Contour lines,TabWrapper,0,0,0.0062395159648221225
OsmAnd Contour lines,ShowRouteInfoActivity,0,0,4.348825545719509
OsmAnd Contour lines,Multipolygon,0,0,3.216045610163256
OsmAnd Contour lines,RouteInfoWidgetsFactory,0,0,8.982371250472852
OsmAnd Contour lines,DashFirstTimeFragment,0,0,0.20826446280991737
OsmAnd Contour lines,THash,0,0,0.0066927112926892735
OsmAnd Contour lines,Casts,0,0,0.005154639175257732
OsmAnd Contour lines,FieldDescriptorProto,0,0,0.0011179429849077697
OsmAnd Contour lines,DownloaderIndexFromGoogleCode,0,0,0.022727272727272728
OsmAnd Contour lines,ConfigureMapMenuItem,0,0,0.03333333333333333
OsmAnd Contour lines,DashPluginsFragment,0,0,1.12016076846663
OsmAnd Contour lines,NauticalMapsPlugin,0,0,1.5957971338312515
OsmAnd Contour lines,TextInfoControl,0,0,0.06029106029106029
OsmAnd Contour lines,TestRouting,0,0,2.303434993121685
OsmAnd Contour lines,DownloadResources,0,0,0.07594936708860761
OsmAnd Contour lines,PoiRegion,0,0,0.01977837946670706
OsmAnd Contour lines,SpecialPhrases,0,0,0.5432648307513845
OsmAnd Contour lines,ActionBarPreferenceActivity,0,0,0.5965593784683685
OsmAnd Contour lines,RoutingPart,0,0,0.0105903309739198
OsmAnd Contour lines,Pack,0,0,0.05015723270440251
OsmAnd Contour lines,RouteProvider,0,0,11.342650458424373
OsmAnd Contour lines,BaseLocationIndexRepository<T,0,0,0.027262904164242367
OsmAnd Contour lines,OsmAndStoredIndex,0,0,0.0105903309739198
OsmAnd Contour lines,UploadCredentials,0,0,0.043647195910200304
OsmAnd Contour lines,TransportStopsLayer,0,0,0.7438909096531789
OsmAnd Contour lines,CachedOsmandIndexes,0,0,1.0295659799318704
OsmAnd Contour lines,OneFileException,0,0,0.040721903380947375
OsmAnd Contour lines,DashLocationFragment,0,0,0.9716539075951545
OsmAnd Contour lines,BasicEditPoiFragment,0,0,1.0
OsmAnd Contour lines,ActionModeImpl,0,0,0.007663003509306108
OsmAnd Contour lines,RouteLayer,0,0,0.8289388992944762
OsmAnd Contour lines,MyServiceImpl,0,0,0.004914004914004914
OsmAnd Contour lines,OsmandListActivity,0,0,0.0793097970056855
OsmAnd Contour lines,BinaryMapIndexWriter,0,0,0.043708100266422724
OsmAnd Contour lines,ChooseAppDirFragment,0,0,0.02888301951094828
OsmAnd Contour lines,ExtensionInfo,0,0,0.0011179429849077697
OsmAnd Contour lines,NativeRouteSearchResult,0,0,0.0011179429849077697
OsmAnd Contour lines,SearchTransportActivity,0,0,0.11884782077540927
OsmAnd Contour lines,IndexCreator,0,0,2.7585085379067005
OsmAnd Contour lines,MapContextMenu,0,0,0.5173946760284521
OsmAnd Contour lines,IndexItem,0,0,1.898662571524549
OsmAnd Contour lines,OsMoGroupsActivity,0,0,8.832923181523936
OsmAnd Contour lines,AppInitializer,0,0,0.6815813870031997
OsmAnd Contour lines,AudioVideoPhotoHandler,0,0,0.031418148422730684
OsmAnd Contour lines,MapZoomPair,0,0,0.0011179429849077697
OsmAnd Contour lines,DistanceCalculatorPlugin,0,0,0.9128925544385624
OsmAnd Contour lines,OsMoControlDevice,0,0,0.28331203727179133
OsmAnd Contour lines,RenderingRuleSearchRequest,0,0,1.3195609855458543
OsmAnd Contour lines,OsmAndAddressIndex_CitiesIndex,0,0,0.005115089514066497
OsmAnd Contour lines,IFrameUpdateRequestCallback,0,0,0.005154639175257732
OsmAnd Contour lines,Descriptors,0,0,0.03902337815447049
OsmAnd Contour lines,CompleteStageFragment,0,0,0.001195457262402869
OsmAnd Contour lines,RoutePointToWrite,0,0,0.0011179429849077697
OsmAnd Contour lines,QuadTree<T>,0,0,0.046551652404268555
OsmAnd Contour lines,MessageOptions,0,0,0.0011179429849077697
OsmAnd Contour lines,FieldsHandler,0,0,0.02542372881355932
OsmAnd Contour lines,MapIndex,0,0,0.0011179429849077697
OsmAnd Contour lines,AdditionalOnSurfaceSymbolInstanceParameters,0,0,0.005154639175257732
OsmAnd Contour lines,OsmandMapLayer,0,0,0.10200496506252865
OsmAnd Contour lines,SQLiteTileSource,0,0,8.989785192361479
OsmAnd Contour lines,EntityId,0,0,0.0385995223334519
OsmAnd Contour lines,DashSimulateFragment,0,0,0.46603050183181394
OsmAnd Contour lines,NavigationInfo,0,0,0.8947198652862861
OsmAnd Contour lines,OsmEditsFragment,0,0,2.756120767853623
OsmAnd Contour lines,ValueHolder<T>,0,0,0.01694915254237288
OsmAnd Contour lines,PoiPart,0,0,0.0105903309739198
OsmAnd Contour lines,TspAnt,0,0,0.043478260869565216
OsmAnd Contour lines,HistoryEntry,0,0,0.4175292792314068
OsmAnd Contour lines,TPrimitiveHash,0,0,0.009480095446580026
OsmAnd Contour lines,PoiCategory,0,0,0.07155268365992867
OsmAnd Contour lines,ActivityResolveInfo,0,0,0.007663003509306108
OsmAnd Contour lines,OsmBugsRemoteUtil,0,0,1.9210036273643742
OsmAnd Contour lines,MiniMapControl,0,0,0.06599205878866896
OsmAnd Contour lines,IndexFileList,0,0,0.08717444717444717
OsmAnd Contour lines,NativeLibrary,0,0,4.50017864510972
OsmAnd Contour lines,BackupOpenstreetmapPointAsyncTask,0,0,0.064473630552804
OsmAnd Contour lines,DBStreetDAO,0,0,0.08479216347922841
OsmAnd Contour lines,GpuWorkerThreadPrologue,0,0,0.011911395932014488
OsmAnd Contour lines,RenderingContext,0,0,0.10116324412319291
OsmAnd Contour lines,SettingsAccessibilityActivity,0,0,1.4196361197006298
OsmAnd Contour lines,IndexTransportCreator,0,0,1.2054525808328485
OsmAnd Contour lines,UploadSSHCredentials,0,0,0.032283559546563936
OsmAnd Contour lines,CustomTitleBar,0,0,0.7001112074641489
OsmAnd Contour lines,UploadingErrorDialogFragment,0,0,0.11011913971839703
OsmAnd Contour lines,PointEditor,0,0,0.011204481792717087
OsmAnd Contour lines,TIntArrayList,0,0,0.13658182354064685
OsmAnd Contour lines,Attribute,0,0,0.005154639175257732
OsmAnd Contour lines,BinaryRoutePlanner,0,0,6.4905108997472585
OsmAnd Contour lines,NewGeneralRouter,0,0,0.043478260869565216
OsmAnd Contour lines,LIBPROTOBUF_EXPORT,0,0,0.019656019656019656
OsmAnd Contour lines,OsmAndPoiBox,0,0,0.019409735844677648
OsmAnd Contour lines,OsmDbCreator,0,0,1.5652173913043477
OsmAnd Contour lines,ExtractGooglecodeAuthorization,0,0,0.010208030962747944
OsmAnd Contour lines,ProgressDialog,0,0,0.005574768307781504
OsmAnd Contour lines,OsMoService,0,0,5.613102845371502
OsmAnd Contour lines,FavouritesActivity,0,0,9.141065736923629
OsmAnd Contour lines,TrackActivity,0,0,0.5178387493013605
OsmAnd Contour lines,MethodHandler,0,0,0.02542372881355932
OsmAnd Contour lines,NewTileSourceDialog,0,0,0.017341040462427744
OsmAnd Contour lines,PagerSlidingTabStrip,0,0,0.7775286067506181
OsmAnd Contour lines,RouteSubregion,0,0,0.0054752414598533035
OsmAnd Contour lines,MapViewTrackingUtilities,0,0,6.48021906100927
OsmAnd Contour lines,PedestrianRouter,0,0,0.08142409788400702
OsmAnd Contour lines,SherpafyStageFragment,0,0,2.1594788965490133
OsmAnd Contour lines,OsmAndPoiIndex,0,0,0.015547674588250193
OsmAnd Contour lines,Blob,0,0,0.0011179429849077697
OsmAnd Contour lines,FavouritePoint,0,0,0.8428090859648838
OsmAnd Contour lines,MapStylesPresetsMetadata,0,0,0.005154639175257732
OsmAnd Contour lines,RoutePlannerFrontEnd,0,0,1.748409898889575
OsmAnd Contour lines,OsmBaseStorage,0,0,0.45308099641749305
OsmAnd Contour lines,BinaryMapAddressReaderAdapter,0,0,3.71177994272592
OsmAnd Contour lines,ExtendableBuilder<,0,0,0.0022358859698155395
OsmAnd Contour lines,Algoritms,0,0,0.02666717778273954
OsmAnd Contour lines,BlockHeader,0,0,0.0011179429849077697
OsmAnd Contour lines,Track,0,0,0.008097165991902834
OsmAnd Contour lines,SelectGpxTask,0,0,0.23952891990255537
OsmAnd Contour lines,MapMenuControls,0,0,0.4825580623275326
OsmAnd Contour lines,FontFitTextView,0,0,0.05037876200900297
OsmAnd Contour lines,MapClusterLayer,0,0,0.12894418754659084
OsmAnd Contour lines,OsMoGroup,0,0,0.0014234875444839859
OsmAnd Contour lines,OsmPoint,0,0,0.4198623140128804
OsmAnd Contour lines,RenderingRule,0,0,2.901775526810784
OsmAnd Contour lines,IndexVectorMapCreator,0,0,1.9902513285765175
OsmAnd Contour lines,TileSourceTemplate,0,0,0.006898289805717018
OsmAnd Contour lines,MapPart,0,0,0.0105903309739198
OsmAnd Contour lines,EditPoiData,0,0,0.10304275289790585
OsmAnd Contour lines,OsmExtractionPreferencesDialog,0,0,0.5561384901263609
OsmAnd Contour lines,RouteSegment,0,0,0.12635654878986657
OsmAnd Contour lines,FailSafeFuntions,0,0,0.1559001499577937
OsmAnd Contour lines,EnumValueDescriptorProto,0,0,0.0011179429849077697
OsmAnd Contour lines,Route,0,0,0.008097165991902834
OsmAnd Contour lines,UnknownFieldSet,0,0,0.002787384153890752
OsmAnd Contour lines,Element,0,0,0.002787384153890752
OsmAnd Contour lines,BasicDataFragment,0,0,0.05042016806722687
OsmAnd Contour lines,SearchHistoryActivity,0,0,0.2325145805980956
OsmAnd Contour lines,Builder<BuilderType,0,0,0.0022358859698155395
OsmAnd Contour lines,GeneratedMessage,0,0,0.002787384153890752
OsmAnd Contour lines,Output,0,0,0.0011179429849077697
OsmAnd Contour lines,FilterState,0,0,0.0013360053440213762
OsmAnd Contour lines,SettingsShouldShow,0,0,0.08075693363355936
OsmAnd Contour lines,TabImpl,0,0,0.007663003509306108
OsmAnd Contour lines,TransportStopsTree,0,0,0.021000255421098665
OsmAnd Contour lines,NavigateAction,0,0,0.040485829959514164
OsmAnd Contour lines,OsmAndPoiBoxData,0,0,0.015547674588250193
OsmAnd Contour lines,DashTrackFragment,0,0,4.091932290853799
OsmAnd Contour lines,Primitive,0,0,0.005154639175257732
OsmAnd Contour lines,MultipolygonTest,0,0,0.4484848484848485
OsmAnd Contour lines,GooglecodeUploadTokens,0,0,0.0011179429849077697
OsmAnd Contour lines,AccessibleLayout,0,0,0.008097165991902834
OsmAnd Contour lines,InterceptorFrameLayout,0,0,0.4444444444444444
OsmAnd Contour lines,RouteRegion,0,0,0.01868749696582264
OsmAnd Contour lines,FieldAccessorTable,0,0,0.0011179429849077697
OsmAnd Contour lines,RouteDataBlock,0,0,0.004980004241335223
OsmAnd Contour lines,RouteSegmentPoint,0,0,0.0844092305766066
OsmAnd Contour lines,Street,0,0,0.005634359242858724
OsmAnd Contour lines,MapRenderingTypes,0,0,8.384365714042282
OsmAnd Contour lines,OsmandRenderingRulesParser,0,0,0.2222222222222222
OsmAnd Contour lines,MapLevel,0,0,0.0105903309739198
OsmAnd Contour lines,OsmAndRegion,0,0,0.0011179429849077697
OsmAnd Contour lines,DownloadIndexesThread,0,0,11.99374739108542
BetterBatteryStats,GraphsAdapter,0,0,4.476083468581638
BetterBatteryStats,BetterBatteryStatsService,0,0,1.0
BetterBatteryStats,NewGraphActivity,0,0,3.449234916329561
BetterBatteryStats,UpdateLargeWidgetService,18,2,7.794136246636248
BetterBatteryStats,PreferencesActivity,28,5,2.27388474447298
BetterBatteryStats,GraphSeriesFactory,0,0,2.25
BetterBatteryStats,ScreenEventHandler,9,2,1.2865800865800865
BetterBatteryStats,PermissionsAdapter,10,6,3.545454545454546
BetterBatteryStats,ReferenceDBHelper,23,15,1.0
BetterBatteryStats,KbData,3,5,0
BetterBatteryStats,PreferencesActivity_V8,0,0,0.42857142857142855
BetterBatteryStats,PrefsFragment,0,0,0.058823529411764705
BetterBatteryStats,BbsWidgetProvider,14,7,0.5
BetterBatteryStats,PreferencesFragmentActivity_V11,0,0,5.322850327870618
BetterBatteryStats,OnBootHandler,9,2,0
BetterBatteryStats,BuildConfig,1,1,0
BetterBatteryStats,WriteTimerReferenceService,5,3,0
BetterBatteryStats,GraphableBars,4,4,1.5555555555555558
BetterBatteryStats,WriteDumpfileService,6,3,2.513227513227513
BetterBatteryStats,GraphableBarsPlot,0,0,2.01541146009231
BetterBatteryStats,LargeWidgetProvider,9,3,2.3384128634128634
BetterBatteryStats,ServicesAdapter,7,6,1.0227272727272727
BetterBatteryStats,StatsActivity,67,20,63.46424281371052
BetterBatteryStats,LocalBinder,0,0,0.2507936507936508
BetterBatteryStats,BatteryGraphActivity,34,16,1.7847222222222223
BetterBatteryStats,BatteryGraphSeries,3,4,0.16666666666666666
BetterBatteryStats,WriteBootReferenceService,7,3,0.14285714285714285
BetterBatteryStats,PluginBundleManager,0,0,0.5416666666666666
BetterBatteryStats,AppWidget,0,0,2.6
BetterBatteryStats,KernelWakelocksActivity,0,0,0.19428571428571428
BetterBatteryStats,HelpActivity,6,2,0
BetterBatteryStats,R,15,1,0
BetterBatteryStats,UpdateMediumWidgetService,16,2,3.796163273663276
BetterBatteryStats,CreditsActivity,1,2,0
BetterBatteryStats,WriteCustomReferenceService,5,3,0.23376623376623376
BetterBatteryStats,WidgetBars,12,4,2.1678571428571427
BetterBatteryStats,AlarmsActivity,0,0,4.911746031746031
BetterBatteryStats,UpdateWidgetService,0,0,0.4
BetterBatteryStats,Reference,8,6,1.025
BetterBatteryStats,MediumWidgetProvider,9,3,0.9719111969111967
BetterBatteryStats,BatteryGraph2Activity,4,6,1.6666666666666665
BetterBatteryStats,StatsProvider,37,61,78.89094699846596
BetterBatteryStats,ZoomOnSerieChart,6,3,0
BetterBatteryStats,EventWatcherService,15,5,0
BetterBatteryStats,LogSettings,1,1,0
BetterBatteryStats,ServicesFragmentActivity,11,6,0.1466039707419018
BetterBatteryStats,WatchdogProcessingService,15,2,5.5446846129604745
BetterBatteryStats,ZoomScrollGraphActivity,20,11,0
BetterBatteryStats,SeekBarPreference,19,12,0.6000000000000001
BetterBatteryStats,ActiveMonAlarmReceiver,8,2,0
BetterBatteryStats,PackageInfoTabsPager,19,9,0.1466039707419018
BetterBatteryStats,PermissionsFragmentActivity,12,10,3.4519517750258766
BetterBatteryStats,GraphableBarsTimeline,0,0,1.1034482758620685
